Hour,Bus,Load,Voltage,Carbon Intensity,Load Shed,Generation,Cost,Emissions
1,59,-0.0,1.3520957525296504,640.6352948594093,0.0,0.0,0.0,0.0
1,60,-0.0,15.41130615611877,890.2987708281689,0.0,1.125956077326103e-09,6.529682428349342e-08,8.615598436009069e-07
1,61,-310.98131067670516,-8.021523930397441,801.536950076539,0.0,0.0,0.0,0.0
1,62,-0.0,-5.160187066668522,728.0847560635779,0.0,0.0,0.0,0.0
1,63,-0.0,5.971884091167796,374.25731049260145,0.0,0.0,0.0,0.0
1,64,-0.0,-5.30082140902553,649.8813416392734,0.0,0.0,0.0,0.0
1,65,-0.0,-7.897272266797681,697.1530785809712,0.0,1.1678528417371034e-09,4.760265932203286e-08,6.280939413288675e-07
1,66,179.73,2.5380888781830984,178.58074610519935,0.0,0.0,0.0,0.0
1,67,-505.80839059897266,-12.518802779278712,843.6981054186222,0.0,0.0,0.0,0.0
1,68,-0.0,34.52499202722278,164.27536193711393,0.0,0.0,0.0,0.0
1,69,-0.0,1.7713985648680302,198.7033142868146,0.0,0.0,0.0,0.0
1,70,114.36,-2.0551318530908054,333.7060673687376,0.0,0.0,0.0,0.0
1,71,-0.0,15.789306156117277,587.0869871509493,0.0,599.9999999990512,13510.673999978635,304652.45294069475
1,72,-37.424303340537115,3.6783546902908473,793.12036700921,0.0,0.0,0.0,0.0
1,73,-0.0,-0.20441428544171814,409.842031669868,0.0,0.0,0.0,0.0
1,74,-0.0,0.14040725648849772,432.818207075,0.0,0.0,0.0,0.0
1,75,-0.0,-7.305730148174255,500.0,0.0,0.0,0.0,0.0
1,76,-0.0,14.641951541344852,558.9019406285272,0.0,0.0,0.0,0.0
1,77,-606.8559122266252,-10.127062906984046,868.7161677206819,0.0,0.0,0.0,0.0
1,78,-0.0,-8.331298156189545,705.0617038634355,0.0,0.0,0.0,0.0
1,79,-0.0,1.079061936136133,566.6156732450324,0.0,0.0,0.0,0.0
1,80,1299.13,54.66020789722276,78.4843239005964,0.0,0.0,0.0,0.0
1,81,-0.0,4.1288182674452365,447.6111367838882,0.0,5.110341094815029e-10,2.6201379560220212e-08,3.4571446197786817e-07
1,82,-0.0,5.450769696498685,513.2345779073715,0.0,0.0,0.0,0.0
1,83,-0.0,1.729135289994368,524.8024419536067,0.0,0.0,0.0,0.0
1,84,-880.8219803263019,-16.28698724458596,896.0541432643735,0.0,0.0,0.0,0.0
1,85,-0.0,7.702748571723263,661.652291281416,0.0,0.0,0.0,0.0
1,86,-0.0,0.47989323959513364,539.279934913891,0.0,0.0,0.0,0.0
1,87,-0.0,1.028581765221581,440.23182704822835,0.0,0.0,0.0,0.0
1,88,-17.0473694931984,-12.614447047102265,734.8867712328095,0.0,0.0,0.0,0.0
1,89,-0.0,15.80130615611746,483.2019986207433,0.0,599.9999999993602,10593.206399988703,238866.4188232747
2,1,-0.0,0.0,671.4180463827361,0.0,0.0,0.0,0.0
2,2,23.43,-2.711811651890978,660.5998070275983,0.0,0.0,0.0,0.0
2,3,-85.77685835426378,-8.554340911348627,585.6634436226526,0.0,0.0,0.0,0.0
2,4,-0.0,17.34856173082619,394.02252631227196,0.0,0.0,0.0,0.0
2,5,-0.0,16.99802572590425,322.87301798959965,0.0,0.0,0.0,0.0
2,6,-261.9431879215522,1.2873437166764434,781.3944079526949,0.0,0.0,0.0,0.0
2,7,-0.0,10.051921443176033,44.438408344409474,0.0,1699.9999999996328,11197.119699997582,0.0
2,8,-216.61539617488327,-12.714390898181577,889.0468230881718,0.0,0.0,0.0,0.0
2,9,-0.0,13.674833676346852,500.0,0.0,0.0,0.0,0.0
2,10,-0.0,5.3764098595334175,429.17073580406964,0.0,0.0,0.0,0.0
2,11,-132.43521150249828,11.338051762396198,382.10043778636054,0.0,0.0,0.0,0.0
2,12,-0.0,4.8484210531710445,664.6243651756316,0.0,0.0,0.0,0.0
2,13,-211.47055875549623,2.811272547857134,784.5633241261294,0.0,0.0,0.0,0.0
2,14,-0.0,-9.096080487299414,799.0065783872816,0.0,0.0,0.0,0.0
2,15,-0.0,0.23679260260236523,585.6477225129498,0.0,0.0,0.0,0.0
2,16,-243.13792011275802,-9.067943929542647,711.2925516252757,0.0,0.0,0.0,0.0
2,17,-0.0,0.9062369583728282,479.9184194318867,0.0,0.0,0.0,0.0
2,18,-0.0,5.3105760324703954,542.5884919441487,0.0,0.0,0.0,0.0
2,19,-56.469025882445,4.08377598868376,706.1777698959224,0.0,0.0,0.0,0.0
2,20,-105.02564663024644,-12.446502782602769,769.8228596465664,0.0,0.0,0.0,0.0
2,21,-0.0,2.276262303955339,537.8700461967742,0.0,4.318689401005331e-09,1.5026815422325976e-07,3.388399556014681e-06
2,22,357.45,6.7029984988920726,69.14498863668453,0.0,0.0,0.0,0.0
2,23,-7.6285520356429,-15.477245655926605,784.9391500417408,0.0,0.0,0.0,0.0
2,24,-0.0,23.700864591560613,461.5564671532782,0.0,3.214769444579158e-10,2.002603784242752e-08,2.642338309832519e-07
2,25,-0.0,-1.7394756312946278,237.75303988314178,0.0,0.0,0.0,0.0
2,26,-356.67915971302443,-8.745374052091242,832.6728023533038,0.0,0.0,0.0,0.0
2,27,-0.0,-3.342538256574727,686.9592507312346,0.0,0.0,0.0,0.0
2,28,-267.79765808844087,-2.247743380863356,662.3933562740375,0.0,0.0,0.0,0.0
2,29,-0.0,-0.1997205138731335,665.3022144547489,0.0,0.0,0.0,0.0
2,30,-0.0,13.674833676346852,500.0,0.0,0.0,0.0,0.0
2,31,-180.7789424260492,-10.839740916039524,626.6386415075998,0.0,0.0,0.0,0.0
2,32,-321.0289845604096,14.092713415632542,735.6088728139716,0.0,0.0,0.0,0.0
2,33,-262.6528206690538,-9.151820668592947,888.4368378974114,0.0,0.0,0.0,0.0
2,34,-0.0,1.3587354431686123,546.49479303895,0.0,0.0,0.0,0.0
2,35,-200.73736344953355,-7.414914098585434,846.3509087766644,0.0,0.0,0.0,0.0
2,36,-0.0,-12.661001042927383,766.5469805240359,0.0,0.0,0.0,0.0
2,37,-0.0,4.055233869615195,771.8596699598008,0.0,706.2965192471221,23013.42617260752,518930.19800977746
2,38,-0.0,-7.584933959271959,500.0,0.0,0.0,0.0,0.0
2,39,-0.0,-8.708847501393626,850.4584942024524,0.0,0.0,0.0,0.0
2,40,-263.2737493231178,-10.055368065440783,784.1627471240512,0.0,0.0,0.0,0.0
2,41,-298.3118662310125,-9.482042154078721,859.8814880334162,0.0,0.0,0.0,0.0
2,42,-0.0,-5.375059347181605,722.1368450881573,0.0,2.2854157615045967e-09,8.401751922817685e-08,1.1085703098161688e-06
2,43,-346.3894848742503,-10.346032194834157,863.7543262393709,0.0,0.0,0.0,0.0
2,44,-32.82051457195201,13.674833676346852,446.33376715559524,0.0,0.0,0.0,0.0
2,45,-0.0,-9.151116994038004,866.6867804075196,0.0,6.315396125484624e-10,3.012888050511709e-08,3.975359270637769e-07
2,46,-364.8399363092936,-10.58277362756394,727.035347519769,0.0,0.0,0.0,0.0
2,47,-308.3442991988173,4.193523423658431,687.7780004060613,0.0,0.0,0.0,0.0
2,48,-0.0,24.760046234926595,218.31070265896403,0.0,0.0,0.0,0.0
2,49,-0.0,-1.371790897397824,614.4329156166071,0.0,0.0,0.0,0.0
2,50,-0.0,-7.351094063794413,718.532456072286,0.0,0.0,0.0,0.0
2,51,-0.0,3.163886048892073,499.99999999985545,0.0,0.0,0.0,0.0
2,52,-197.54401608577604,-5.843314377144,759.9324535674673,0.0,0.0,0.0,0.0
2,53,-0.0,0.8874152026023978,398.2639428098001,0.0,0.0,0.0,0.0
2,54,-0.0,3.163886048892073,489.2684996034392,0.0,0.0,0.0,0.0
2,55,456.66,-4.174233346351617,442.9885217325235,0.0,0.0,0.0,0.0
2,56,-0.0,17.436980015134143,49.645818316375816,0.0,1199.9999999996053,10077.999599996683,0.0
2,57,-0.0,-2.779153443441983,593.0192748472566,0.0,0.0,0.0,0.0
2,58,-315.76883181955344,-1.1751799757684585,860.8376713758288,0.0,0.0,0.0,0.0
2,59,-0.0,1.7601311905940928,631.9571572552937,0.0,0.0,0.0,0.0
2,60,-0.0,16.99802572590514,890.298770832788,0.0,1.1260791879326155e-09,6.530396375527457e-08,8.616540454592462e-07
2,61,-289.9736814478679,-6.608380672986923,797.276242810038,0.0,0.0,0.0,0.0
2,62,-0.0,-5.275863148906424,693.195333100174,0.0,0.0,0.0,0.0
2,63,-0.0,6.970895860465321,367.79120868737573,0.0,0.0,0.0,0.0
2,64,-0.0,-5.405437225383863,601.6322736580432,0.0,0.0,0.0,0.0
2,65,-0.0,-7.584933959271959,677.690613310505,0.0,1.1679805540968162e-09,4.760786498471e-08,6.281626275164604e-07
2,66,179.73,2.6182151026023672,175.42776974833973,0.0,0.0,0.0,0.0
2,67,-471.63966480829424,-12.090239119949066,834.5246179296474,0.0,0.0,0.0,0.0
2,68,-0.0,36.24435543492667,159.73761302553132,0.0,0.0,0.0,0.0
2,69,-0.0,1.3479214431778623,131.5355200373006,0.0,0.0,0.0,0.0
2,70,114.36,-0.6408785709517453,330.68608500566154,0.0,0.0,0.0,0.0
2,71,-0.0,17.376025725903652,585.4363396583443,0.0,599.9999999990509,13510.67399997863,304652.45294069464
2,72,-34.896190358394385,4.817373785592165,791.5162437091464,0.0,0.0,0.0,0.0
2,73,-0.0,-0.38806133133750853,377.1187872305095,0.0,0.0,0.0,0.0
2,74,-0.0,-0.10466202326519713,411.4018953429812,0.0,0.0,0.0,0.0
2,75,-0.0,-5.843314377144,500.0,0.0,0.0,0.0,0.0
2,76,-0.0,16.265995118161893,557.2523017081287,0.0,0.0,0.0,0.0
2,77,-565.8611528578277,-9.129730917821172,866.1248361827389,0.0,0.0,0.0,0.0
2,78,-0.0,-9.005493576403127,597.2172782780289,0.0,0.0,0.0,0.0
2,79,-0.0,1.2464603334171074,535.1610323763248,0.0,0.0,0.0,0.0
2,80,1299.13,56.37957130492664,76.42180845704013,0.0,0.0,0.0,0.0
2,81,-0.0,4.937527035874974,438.0200968065172,0.0,5.110899818253141e-10,2.6204244207530354e-08,3.457522596060925e-07
2,82,-0.0,6.470057360965723,508.48179329394037,0.0,0.0,0.0,0.0
2,83,-0.0,2.1210308771940634,509.5846599741573,0.0,0.0,0.0,0.0
2,84,-821.3200715490834,-15.527416872810214,884.8898099790997,0.0,0.0,0.0,0.0
2,85,-0.0,9.748574884861817,659.7497955837945,0.0,0.0,0.0,0.0
2,86,-0.0,0.13342099555055142,517.1507112791535,0.0,0.0,0.0,0.0
2,87,-0.0,0.9438591370018286,492.7894117572331,0.0,0.0,0.0,0.0
2,88,-15.8957735440373,-12.061347017355384,704.188162499978,0.0,0.0,0.0,0.0
2,89,-0.0,17.388025725903834,481.31101358670253,0.0,599.99999999936,10593.206399988701,238866.41882327467
3,1,-0.0,0.0,699.4609526300651,0.0,0.0,0.0,0.0
3,2,23.43,-2.33450019622091,654.9308102022003,0.0,0.0,0.0,0.0
3,3,-82.7090587116814,-8.44152155472023,575.5437153704218,0.0,0.0,0.0,0.0
3,4,-0.0,18.132966630924006,386.1867982473473,0.0,0.0,0.0,0.0
3,5,-0.0,17.78134456815293,319.7196052173892,0.0,0.0,0.0,0.0
3,6,-252.57481941633418,2.3239153121080247,777.1929616848885,0.0,0.0,0.0,0.0
3,7,-0.0,9.842862693919031,50.92738620447728,0.0,1699.9999999996328,11197.119699997582,0.0
3,8,-208.86817101750356,-12.549683210375797,878.1263843001481,0.0,0.0,0.0,0.0
3,9,-0.0,14.561849016709147,499.99999999988324,0.0,0.0,0.0,0.0
3,10,-0.0,5.78068384367335,420.3273194383245,0.0,0.0,0.0,0.0
3,11,-127.69868113396105,11.979734099861908,376.76729521703265,0.0,0.0,0.0,0.0
3,12,-0.0,5.249960689996718,661.6194579994267,0.0,0.0,0.0,0.0
3,13,-203.90733812683396,3.9516836448124644,782.364205153705,0.0,0.0,0.0,0.0
3,14,-0.0,-8.605689759145612,799.4142206037852,0.0,0.0,0.0,0.0
3,15,-0.0,0.2763486669132824,575.382731459121,0.0,0.0,0.0,0.0
3,16,-234.4421198849211,-9.395134298145328,669.2805156617094,0.0,0.0,0.0,0.0
3,17,-0.0,0.8466966393275128,513.5183181354383,0.0,0.0,0.0,0.0
3,18,-0.0,5.714630555949668,535.6570682990999,0.0,0.0,0.0,0.0
3,19,-54.44941755517722,5.25968437322078,704.9334515007823,0.0,0.0,0.0,0.0
3,20,-101.26941625091082,-12.15436962220102,758.0659919150617,0.0,0.0,0.0,0.0
3,21,-0.0,1.1967871463697883,457.16349030745937,0.0,4.318689885968761e-09,1.5026817109749004e-07,3.3883999365120304e-06
3,22,357.45,5.270943067110359,72.52990667749863,0.0,0.0,0.0,0.0
3,23,-7.355717734441158,-15.104392505744325,772.7625094797494,0.0,0.0,0.0,0.0
3,24,-0.0,24.56407483069623,456.6867531327668,0.0,3.214769530543934e-10,2.0026038377935238e-08,2.642338380490158e-07
3,25,-0.0,-1.8779191823142742,222.755494469931,0.0,0.0,0.0,0.0
3,26,-343.9225698859058,-8.347949607922946,826.2528642036367,0.0,0.0,0.0,0.0
3,27,-0.0,-3.7274504885320923,639.4049778155619,0.0,0.0,0.0,0.0
3,28,-258.2199051195099,-1.394565630549984,646.6688035598281,0.0,0.0,0.0,0.0
3,29,-0.0,-0.21089745983063146,687.6612457838029,0.0,0.0,0.0,0.0
3,30,-0.0,14.561849016709147,499.99999999988324,0.0,0.0,0.0,0.0
3,31,-174.31340398594278,-10.67694423875902,629.0952687884454,0.0,0.0,0.0,0.0
3,32,-309.54741921762786,14.9799404242334,734.7701609409772,0.0,0.0,0.0,0.0
3,33,-253.25907222884035,-9.599213766195687,894.2319768508115,0.0,0.0,0.0,0.0
3,34,-0.0,2.394156219604689,543.7182364956485,0.0,0.0,0.0,0.0
3,35,-193.55801433767837,-7.045202779784152,840.3826738622882,0.0,0.0,0.0,0.0
3,36,-0.0,-12.498830668327146,741.1347464967466,0.0,0.0,0.0,0.0
3,37,-0.0,2.15558322847477,789.4142775039252,0.0,447.4640109332156,14579.825469743544,328760.77039617795
3,38,-0.0,-7.430741317988849,499.99999999988813,0.0,0.0,0.0,0.0
3,39,-0.0,-8.311839888145093,848.0487574226112,0.0,0.0,0.0,0.0
3,40,-253.85779343978322,-9.776898340215821,784.4812238562271,0.0,0.0,0.0,0.0
3,41,-287.6427760572746,-9.061864925370108,864.9937715081405,0.0,0.0,0.0,0.0
3,42,-0.0,-5.016096004636765,717.5085901154248,0.0,2.2854160478384473e-09,8.40175297545153e-08,1.1085704487060858e-06
3,43,-334.00090410456653,-9.913512281187224,867.991001429336,0.0,0.0,0.0,0.0
3,44,-31.64669257840963,14.561849016709147,444.0329641600762,0.0,0.0,0.0,0.0
3,45,-0.0,-9.59750166424153,847.4349077337923,0.0,6.315397292089361e-10,3.0128886070642046e-08,3.975360004981722e-07
3,46,-351.7914772297265,-10.394159490320767,721.7549828594588,0.0,0.0,0.0,0.0
3,47,-297.31640019408036,5.322107042004688,680.7381301045634,0.0,0.0,0.0,0.0
3,48,-0.0,25.608847610779474,213.62236137284123,0.0,0.0,0.0,0.0
3,49,-0.0,-1.3322348330869067,613.3074198505409,0.0,0.0,0.0,0.0
3,50,-0.0,-6.982883398829637,709.1966934121302,0.0,0.0,0.0,0.0
3,51,-0.0,1.7318306171103592,499.99999999982026,0.0,0.0,0.0,0.0
3,52,-190.47887668140066,-5.121360825639079,757.1648184383816,0.0,0.0,0.0,0.0
3,53,-0.0,0.926971266913315,392.40865530047796,0.0,0.0,0.0,0.0
3,54,-0.0,1.7318306171103592,385.77590221794964,0.0,0.0,0.0,0.0
3,55,456.66,-4.277771092568178,398.3832906572116,0.0,0.0,0.0,0.0
3,56,-0.0,18.22107461298935,48.55134701875454,0.0,1199.9999999996053,10077.999599996683,0.0
3,57,-0.0,-3.1971417351669564,527.3994330789332,0.0,0.0,0.0,0.0
3,58,-304.475395244926,0.1768665663967126,860.0951716516632,0.0,0.0,0.0,0.0
3,59,-0.0,1.96156681477569,625.0346876863671,0.0,0.0,0.0,0.0
3,60,-0.0,17.781344568153823,890.298770837428,0.0,1.1260792337527443e-09,6.530396641249092e-08,8.616540805199239e-07
3,61,-279.60280551032724,-5.910751576198655,794.9305319592918,0.0,0.0,0.0,0.0
3,62,-0.0,-5.332969178566507,674.1314971968294,0.0,0.0,0.0,0.0
3,63,-0.0,7.464079884548603,362.77678002151737,0.0,0.0,0.0,0.0
3,64,-0.0,-5.457083112729753,574.8730623758091,0.0,0.0,0.0,0.0
3,65,-0.0,-7.430741317988849,668.5097026690445,0.0,1.1679806066890123e-09,4.7607867128411934e-08,6.281626558015649e-07
3,66,179.73,2.6577711669132844,173.24183182286947,0.0,0.0,0.0,0.0
3,67,-454.7715255119028,-11.878669290063403,831.0785803160582,0.0,0.0,0.0,0.0
3,68,-0.0,37.09315681077955,156.4065757635849,0.0,0.0,0.0,0.0
3,69,-0.0,1.1388626939208615,106.92022097943205,0.0,0.0,0.0,0.0
3,70,114.36,0.05729851383754614,329.5180077682031,0.0,0.0,0.0,0.0
3,71,-0.0,18.159344568152335,583.8803465349314,0.0,599.9999999990509,13510.67399997863,304652.45294069464
3,72,-33.648132054990135,5.3796754903292445,790.3133558250092,0.0,0.0,0.0,0.0
3,73,-0.0,-0.4787227148060744,367.2963202297943,0.0,0.0,0.0,0.0
3,74,-0.0,-0.22564583675230843,406.3086733415356,0.0,0.0,0.0,0.0
3,75,-0.0,-5.121360825639079,500.0,0.0,0.0,0.0,0.0
3,76,-0.0,17.067739773346936,555.9034793738631,0.0,0.0,0.0,0.0
3,77,-545.6231926924073,-8.637376153964684,865.0363906506878,0.0,0.0,0.0,0.0
3,78,-0.0,-9.338324900896195,527.6021259972883,0.0,0.0,0.0,0.0
3,79,-0.0,1.329100215882332,514.7727831296115,0.0,0.0,0.0,0.0
3,80,1299.13,57.22837268077953,74.9037032878919,0.0,0.0,0.0,0.0
3,81,-0.0,5.336763818646883,430.59204236198053,0.0,5.110900086607989e-10,2.620424558342036e-08,3.4575227776029205e-07
3,82,-0.0,6.973251024453577,504.90079711121473,0.0,0.0,0.0,0.0
3,83,-0.0,2.3144987107627655,498.08437526020066,0.0,0.0,0.0,0.0
3,84,-791.9456520344665,-15.152438334979557,878.952216147134,0.0,0.0,0.0,0.0
3,85,-0.0,10.758541818883646,658.4052678999267,0.0,0.0,0.0,0.0
3,86,-0.0,-0.03762261054352578,509.9235717466701,0.0,0.0,0.0,0.0
3,87,-0.0,0.9020339573588392,534.4558263670907,0.0,0.0,0.0,0.0
3,88,-15.327263000137856,-11.788297082635433,687.8265450445389,0.0,0.0,0.0,0.0
3,89,-0.0,18.171344568152517,479.5333875644796,0.0,599.99999999936,10593.206399988701,238866.41882327467
4,1,-0.0,0.0,717.1328201518699,0.0,0.0,0.0,0.0
4,2,23.43,-2.1360053663142526,651.4471431076822,0.0,0.0,0.0,0.0
4,3,-81.09516027554545,-8.38216990062226,573.9235135134733,0.0,0.0,0.0,0.0
4,4,-0.0,18.545623906188432,381.2889944168127,0.0,0.0,0.0,0.0
4,5,-0.0,18.193430493502607,317.5817635527148,0.0,0.0,0.0,0.0
4,6,-247.64633742883737,2.8692316533674402,774.4686986165381,0.0,0.0,0.0,0.0
4,7,-0.0,9.73288172130167,49.417815026385924,0.0,1699.9999999996328,11197.119699997582,0.0
4,8,-204.792535049516,-12.463034305382266,866.7073761817193,0.0,0.0,0.0,0.0
4,9,-0.0,15.02848727129681,500.0,0.0,0.0,0.0,0.0
4,10,-0.0,5.993363036185634,414.4602379936486,0.0,0.0,0.0,0.0
4,11,-125.20690205934784,12.317308335987775,373.1239039504023,0.0,0.0,0.0,0.0
4,12,-0.0,5.4612014056302955,659.5162419169402,0.0,0.0,0.0,0.0
4,13,-199.9285026855226,4.551627546096381,780.9632630218184,0.0,0.0,0.0,0.0
4,14,-0.0,-8.347706539421145,800.1146837523173,0.0,0.0,0.0,0.0
4,15,-0.0,0.297158197446163,568.907479019576,0.0,0.0,0.0,0.0
4,16,-229.86746051217176,-9.567261583407708,646.5317688977598,0.0,0.0,0.0,0.0
4,17,-0.0,0.8153738545991781,535.1641093308393,0.0,0.0,0.0,0.0
4,18,-0.0,5.92719429528433,531.1952207084973,0.0,0.0,0.0,0.0
4,19,-53.38694832617604,5.87830257647669,704.1368788810789,0.0,0.0,0.0,0.0
4,20,-99.29335032703807,-12.000685123327111,750.9465703081873,0.0,0.0,0.0,0.0
4,21,-0.0,0.6289002333872922,361.4707682572167,0.0,4.318690244963123e-09,1.5026818358864537e-07,3.388400218175337e-06
4,22,357.45,4.517571826781578,94.96973031775653,0.0,0.0,0.0,0.0
4,23,-7.212185919024725,-14.908243087237647,765.3422216160513,0.0,0.0,0.0,0.0
4,24,-0.0,25.018189772122064,453.60284317317473,0.0,3.214769495475633e-10,2.0026038159481275e-08,2.6423383516662204e-07
4,25,-0.0,-1.9507511324137372,222.66558723505713,0.0,0.0,0.0,0.0
4,26,-337.2116230278886,-8.138873799965195,821.9523435276725,0.0,0.0,0.0,0.0
4,27,-0.0,-3.929943911043434,584.7697425888972,0.0,0.0,0.0,0.0
4,28,-253.181270808554,-0.945728549449845,637.0437222967757,0.0,0.0,0.0,0.0
4,29,-0.0,-0.21677739258477902,702.1496989584538,0.0,0.0,0.0,0.0
4,30,-0.0,15.02848727129681,500.0,0.0,0.0,0.0,0.0
4,31,-170.9120337554929,-10.591300672202642,639.1748605471394,0.0,0.0,0.0,0.0
4,32,-303.50723325049285,15.446690032585646,734.2036033202153,0.0,0.0,0.0,0.0
4,33,-248.3172384445606,-9.834576926989097,899.7594332904108,0.0,0.0,0.0,0.0
4,34,-0.0,2.9388671416081156,541.8437869090482,0.0,0.0,0.0,0.0
4,35,-189.78112482270876,-6.850706206098891,836.6189372002289,0.0,0.0,0.0,0.0
4,36,-0.0,-12.413516585124965,713.8779707988576,0.0,0.0,0.0,0.0
4,37,-0.0,1.1562209636169385,807.1275350224055,0.0,311.2982149044619,10143.103202610799,228717.03300004744
4,38,-0.0,-7.349624135766022,500.0,0.0,0.0,0.0,0.0
4,39,-0.0,-8.102983365293252,846.5238263532162,0.0,0.0,0.0,0.0
4,40,-248.90427683331842,-9.63040185856376,785.5379800943994,0.0,0.0,0.0,0.0
4,41,-282.0300144846529,-8.840819403719959,868.0945941493306,0.0,0.0,0.0,0.0
