Hour,Bus,Load,Voltage,Carbon Intensity,Generation,Cost,Emissions
3,62,-0.0,-6.2080391482886625,,0.0,0.0,0.0
3,63,-0.0,8.302373118465766,,0.0,0.0,0.0
3,64,-0.0,-6.329727131014806,,0.0,0.0,0.0
3,65,-0.0,-6.5263824495486915,,100.0,2076.0836999999997,27392.914854613467
3,66,179.73,2.5650059354375117,,0.0,0.0,0.0
3,67,-454.7715255119028,-11.819328058205429,,0.0,0.0,0.0
3,68,-0.0,38.26193180485279,,0.0,0.0,0.0
3,69,-0.0,0.6666443944850471,,0.0,0.0,0.0
3,70,114.36,0.8749519458506256,,0.0,0.0,0.0
3,71,-0.0,19.354612520095543,,600.0,13510.674,304652.45294117654
3,72,-33.648132054990135,6.217606443562545,,0.0,0.0,0.0
3,73,-0.0,-0.7330100780673092,,0.0,0.0,0.0
3,74,-0.0,-0.5513859297934687,,0.0,0.0,0.0
3,75,-0.0,-4.29358969637542,,0.0,0.0,0.0
3,76,-0.0,18.256476627735537,,0.0,0.0,0.0
3,77,-545.6231926924073,-8.168488454408362,,0.0,0.0,0.0
3,78,-0.0,-10.262579360976815,,0.0,0.0,0.0
3,79,-0.0,1.6633770831977017,,0.0,0.0,0.0
3,80,1299.13,58.39714767485566,,0.0,0.0,0.0
3,81,-0.0,7.3440507418854395,,226.23401094168958,7074.630042722781,93346.30313228487
3,82,-0.0,7.811181977682281,,0.0,0.0,0.0
3,83,-0.0,3.22135733057803,,0.0,0.0,0.0
3,84,-791.9456520344665,-15.83530113582674,,0.0,0.0,0.0
3,85,-0.0,11.926274264158565,,0.0,0.0,0.0
3,86,-0.0,-0.4618001617200207,,0.0,0.0,0.0
3,87,-0.0,0.8634912564011756,,0.0,0.0,0.0
3,88,-15.327263000137856,-12.418889683525776,,0.0,0.0,0.0
3,89,-0.0,19.366612520097988,,600.0,10593.2064,238866.41882352944
4,1,-0.0,0.0,,0.0,0.0,0.0
4,2,23.43,-1.1302211402216926,,0.0,0.0,0.0
4,3,-81.09516027554545,-8.447062341801939,,0.0,0.0,0.0
4,4,-0.0,19.175939540582476,,0.0,0.0,0.0
4,5,-0.0,18.824972832924686,,0.0,0.0,0.0
4,6,-247.64633742883737,3.489589482123847,,0.0,0.0,0.0
